Starting pygame as no macOS has been detected
pygame 2.6.1 (SDL 2.28.4, Python 3.12.3)
Hello from the pygame community. https://www.pygame.org/contribute.html
         5112270 function calls (4771430 primitive calls) in 7.599 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 indexing.py:454(VectorizedIndexer)
        1    0.000    0.000    0.000    0.000 _typing.py:50(Handler)
        1    0.000    0.000    0.000    0.000 webbrowser.py:159(GenericBrowser)
        1    0.000    0.000    0.000    0.000 format.py:1657(_Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 objects.py:21(MeasurementQuantity)
        1    0.000    0.000    0.000    0.000 __info__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:26(SchemaTypePath)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1221(_RangeFunc)
        1    0.000    0.000    0.000    0.000 core_schema.py:304(SerializerFunctionWrapHandler)
        1    0.000    0.000    0.000    0.000 core.py:344(NumericalDerivatives)
        1    0.000    0.000    0.000    0.000 offsetbox.py:467(VPacker)
        1    0.000    0.000    0.000    0.000 functional_validators.py:444(FreeModelBeforeValidatorWithoutInfo)
        1    0.000    0.000    0.000    0.000 arpack.py:310(_ArpackParams)
        2    0.000    0.000    0.000    0.000 arrayprint.py:493(_recursive_guard)
        1    0.000    0.000    0.000    0.000 formatting.py:1173(XFBackground)
        1    0.000    0.000    0.000    0.000 css_parser.py:339(get_name)
        1    0.000    0.000    0.000    0.000 argparse.py:1160(_VersionAction)
        1    0.000    0.000    0.000    0.000 exceptions.py:269(InvalidChunkLength)
        1    0.000    0.000    0.000    0.000 __init__.py:8(_SubplotBaseMeta)
        1    0.000    0.000    0.000    0.000 base.py:55(_AlreadyWarned)
        4    0.000    0.000    0.000    0.000 calendar.py:97(<lambda>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:562(__init__)
        2    0.000    0.000    0.000    0.000 plural.py:526(_unary_compiler)
        1    0.000    0.000    0.000    0.000 theme.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:2295(handle)
        1    0.000    0.000    0.000    0.000 objects.py:25(Transformation)
        1    0.000    0.000    0.000    0.000 variables.py:545(CFScaleOffsetCoder)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:835(MikotaPair)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 _compute_docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:572(IntVar)
        1    0.000    0.000    0.000    0.000 formula.py:37(ArrayFormula)
        1    0.000    0.000    0.000    0.000 request.py:620(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 readers.py:507(_DeprecationConfig)
        1    0.000    0.000    0.000    0.000 common.py:56(ExternalReferenceForbidden)
        1    0.000    0.000    0.000    0.000 ticker.py:2852(AutoLocator)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 request.py:787(ProxyHandler)
        1    0.000    0.000    0.000    0.000 webbrowser.py:305(Chrome)
        1    0.000    0.000    0.000    0.000 core.py:2338(PyTimer)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 utils.py:395(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:7(MetaStrict)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1449(NoDefaultTypeMeta)
        1    0.000    0.000    0.000    0.000 __init__.py:572(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 message.py:1200(EmailMessage)
        1    0.000    0.000    0.000    0.000 numerictypes.py:425(_typedict)
        1    0.000    0.000    0.000    0.000 common.py:263(BackendArray)
        1    0.000    0.000    0.000    0.000 hatch.py:87(Shapes)
        1    0.000    0.000    0.000    0.000 arpack.py:910(SpLuInv)
        1    0.000    0.000    0.000    0.000 printing.py:499(PrettyDict)
        1    0.000    0.000    0.000    0.000 _vertex.py:165(VertexVectorField)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:259(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 csv.py:72(unix_dialect)
        1    0.000    0.000    0.000    0.000 connection.py:722(_WrappedAndVerifiedSocket)
        4    0.000    0.000    0.000    0.000 function_base.py:1800(_trim_zeros)
        1    0.000    0.000    0.000    0.000 request.py:1532(FTPHandler)
        1    0.000    0.000    0.000    0.000 exceptions.py:289(ProxySchemeUnknown)
        2    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:634(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 core.py:197(_should_enable_warnings)
        1    0.000    0.000    0.000    0.000 __init__.py:137(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:38(defusedxml_env_set)
        2    0.000    0.000    0.000    0.000 calendar.py:99(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1563(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 __init__.py:1373(disable)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:12(ConstantInputWarning)
        1    0.000    0.000    0.000    0.000 compressors.py:52(BZ2File)
        1    0.000    0.000    0.000    0.000 _mathtext.py:731(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 definitions.py:36(Equality)
        1    0.000    0.000    0.000    0.000 _mathtext.py:950(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 core_schema.py:2064(ValidatorFunctionWrapHandler)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 _parser.py:32(Value)
        1    0.000    0.000    0.000    0.000 selectn.py:75(SelectNSeries)
        1    0.000    0.000    0.000    0.000 __init__.py:4028(_setit)
        1    0.000    0.000    0.000    0.000 _blocking_input.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-4>:1(<module>)
        1    0.000    0.000    0.000    0.000 core_schema.py:389(ToStringSerSchema)
        1    0.000    0.000    0.000    0.000 errors.py:234(EnumMemberError)
        1    0.000    0.000    0.000    0.000 errors.py:367(AnyStrMinLengthError)
        1    0.000    0.000    0.000    0.000 accessor.py:196(CachedAccessor)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1523(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 core.py:3639(StringEnd)
        1    0.000    0.000    0.000    0.000 functional_validators.py:460(ModelBeforeValidatorWithoutInfo)
        1    0.000    0.000    0.000    0.000 pydoc.py:2315(ModuleScanner)
        1    0.000    0.000    0.000    0.000 sequence.py:97(MultiSequence)
        1    0.000    0.000    0.000    0.000 networks.py:416(FileUrl)
        1    0.000    0.000    0.000    0.000 dviread.py:782(Tfm)
        1    0.000    0.000    0.000    0.000 filedialog.py:233(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:511(_is_param_expr)
        1    0.000    0.000    0.000    0.000 _dill.py:903(_attrgetter_helper)
        1    0.000    0.000    0.000    0.000 definitions.py:71(NamedDefinition)
        1    0.000    0.000    0.000    0.000 errors.py:500(UUIDVersionError)
        1    0.000    0.000    0.000    0.000 errors.py:322(ListMaxLengthError)
        2    0.000    0.000    0.000    0.000 core.py:2504(no_complex_result)
        1    0.000    0.000    0.000    0.000 resample.py:1997(PeriodIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 artist.py:111(_Unset)
        1    0.000    0.000    0.000    0.000 _request_methods.py:51(__init__)
        1    0.000    0.000    0.000    0.000 strings.py:116(CharacterArrayCoder)
        2    0.000    0.000    0.000    0.000 _adapters.py:141(__init__)
        1    0.000    0.000    0.000    0.000 streamplot.py:249(StreamplotSet)
        1    0.000    0.000    0.000    0.000 core.py:5115(_NullToken)
        1    0.000    0.000    0.000    0.000 unicode.py:133(BasicMultilingualPlane)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:42(CGSteihaugSubproblem)
        2    0.000    0.000    0.000    0.000 common.py:54(target)
        1    0.000    0.000    0.000    0.000 ops.py:305(IncludeNumpySameMethods)
        1    0.000    0.000    0.000    0.000 hatch.py:148(SmallFilledCircles)
        1    0.000    0.000    0.000    0.000 __init__.py:346(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 cftime_offsets.py:630(Hour)
        1    0.000    0.000    0.000    0.000 pydoc.py:2080(__init__)
        1    0.000    0.000    0.000    0.000 element.py:226(AttributeDict)
        1    0.000    0.000    0.000    0.000 pathlib.py:1427(WindowsPath)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:85(MaxRetryError)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 resample.py:2033(TimedeltaIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 lsoda.py:211(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 abc.py:58(TraversalError)
        1    0.000    0.000    0.000    0.000 compat.py:124(FakeArray)
        1    0.000    0.000    0.000    0.000 reference.py:20(DummyWorksheet)
        1    0.000    0.000    0.000    0.000 ops.py:1170(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 __meta__.py:123(_is_pre)
        1    0.000    0.000    0.000    0.000 __init__.py:160(_special_method_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:83(SupportsLe)
        1    0.000    0.000    0.000    0.000 pathlib.py:222(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 index_tricks.py:262(OGridClass)
        2    0.000    0.000    0.000    0.000 functools.py:741(is_related)
        1    0.000    0.000    0.000    0.000 custom.py:173(LinkProperty)
        1    0.000    0.000    0.000    0.000 base.py:155(Float)
        1    0.000    0.000    0.000    0.000 argparse.py:692(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1805(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 __init__.py:338(FileHash)
        2    0.000    0.000    0.000    0.000 _onenormest.py:121(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 stata.py:957(StataParser)
        1    0.000    0.000    0.000    0.000 extended.py:22(DigSigBlob)
        1    0.000    0.000    0.000    0.000 rk.py:552(RkDenseOutput)
        1    0.000    0.000    0.000    0.000 _typing.py:301(_sparsearrayapi)
        1    0.000    0.000    0.000    0.000 __init__.py:85(get_projection_names)
        1    0.000    0.000    0.000    0.000 docscrape.py:602(ObjDoc)
        1    0.000    0.000    0.000    0.000 _shims.py:99(_CallableReduce)
        1    0.000    0.000    0.000    0.000 config.py:109(OptionError)
        1    0.000    0.000    0.000    0.000 errors.py:266(UnitStrippedWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:1311(PlaceHolder)
        1    0.000    0.000    0.000    0.000 variables.py:23(SerializationWarning)
        1    0.000    0.000    0.000    0.000 patches.py:3434(Curve)
        1    0.000    0.000    0.000    0.000 __init__.py:2674(Toplevel)
        1    0.000    0.000    0.000    0.000 calendar.py:578(different_locale)
        1    0.000    0.000    0.000    0.000 ttk.py:1034(Scale)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5919(uniform_direction_frozen)
        1    0.000    0.000    0.000    0.000 common.py:367(TreeAttrAccessMixin)
        1    0.000    0.000    0.000    0.000 astutils.py:356(NameFinder)
        1    0.000    0.000    0.000    0.000 base_defparser.py:70(PintParsedStatement)
        1    0.000    0.000    0.000    0.000 sql.py:1537(SQLAlchemyEngine)
        2    0.000    0.000    0.000    0.000 index_tricks.py:761(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:346(DeprecatedNonAbstract)
        1    0.000    0.000    0.000    0.000 hatch.py:124(Circles)
        1    0.000    0.000    0.000    0.000 info.py:823(_DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 webbrowser.py:15(Error)
        1    0.000    0.000    0.000    0.000 _nonlin.py:567(GenericBroyden)
        1    0.000    0.000    0.000    0.000 extras.py:1637(mr_class)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4102(random_correlation_frozen)
        1    0.000    0.000    0.000    0.000 css_types.py:234(SelectorNull)
        1    0.000    0.000    0.000    0.000 container.py:77(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 core_schema.py:1876(BeforeValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 argparse.py:777(ArgumentError)
        1    0.000    0.000    0.000    0.000 patches.py:2841(Angle)
        1    0.000    0.000    0.000    0.000 __init__.py:1299(stream)
        1    0.000    0.000    0.000    0.000 accessors.py:608(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 core.py:44(wxPyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4262(unitary_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3849(ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 patches.py:3762(Wedge)
        2    0.000    0.000    0.000    0.000 readers.py:28(files)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:543(rv_discrete_frozen)
        1    0.000    0.000    0.000    0.000 hatch.py:14(HorizontalHatch)
        1    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 core_schema.py:1971(AfterValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 cftime_offsets.py:620(Day)
        1    0.000    0.000    0.000    0.000 cm.py:95(__iter__)
        1    0.000    0.000    0.000    0.000 cookies.py:170(CookieConflictError)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 index_tricks.py:537(CClass)
        1    0.000    0.000    0.000    0.000 __init__.py:627(PyperclipWindowsException)
        1    0.000    0.000    0.000    0.000 ticker.py:1732(NullLocator)
        2    0.000    0.000    0.000    0.000 __init__.py:1033(setFormatter)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 Image.py:3494(register_save_all)
        1    0.000    0.000    0.000    0.000 hatch.py:67(SouthEastHatch)
        1    0.000    0.000    0.000    0.000 engines.py:107(NumExprEngine)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1075(_idat)
        1    0.000    0.000    0.000    0.000 __init__.py:4227(BitmapImage)
        1    0.000    0.000    0.000    0.000 flexparser.py:303(UnknownStatement)
        1    0.000    0.000    0.000    0.000 units.py:52(ConversionError)
        1    0.000    0.000    0.000    0.000 configparser.py:182(NoSectionError)
